risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
45,net_system.c,abi_net_http_request_complete,285,+|-,,,1,header_length = (size_t)((header_end + 4) - bytes);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_http_request_complete,286,-,,,1,header_body_offset = (size_t)(header_end - bytes);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_send_all,667,+,,,1,sent += (size_t)written;,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_clear_request_from_server_queue,1034,-,,,1,uint32_t slot = (uint32_t)(request - g_requests);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_parse_url,1107,-,,,1,host_length = (size_t)(port_start - host_start);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_parse_url,1110,-,,,1,host_length = (size_t)(path_start - host_start);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_parse_http_request,1315,+|-,,,1,header_length = (size_t)(headers_end + 4 - text);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_send_raw_http_client,1525,-,,,1,body_length = response_length - (size_t)(body - response_bytes);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_tcp_close,2015,-,,,1,slot = (uint32_t)(connection - g_connections);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_tcp_listener_close,2029,-,,,1,slot = (uint32_t)(listener - g_listeners);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_http_request_destroy,2224,-,,,1,slot = (uint32_t)(request - g_requests);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_http_response_destroy,2242,-,,,1,slot = (uint32_t)(response - g_responses);,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_http_concurrency_request_ok,2441,+,,,1,length += (size_t)read_count;,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_http_concurrency_server_thread,2584,+,,,1,length += (size_t)read_count;,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_http_concurrency_server_thread,2768,+,,,1,acc = (acc + (int64_t)body_length + (index % 23)) % modulus;,no nearby overflow or range guard | explicit cast in arithmetic site
45,net_system.c,abi_net_http_concurrency_server_thread,2981,-,,,1,slot = (uint32_t)(server - g_servers);,no nearby overflow or range guard | explicit cast in arithmetic site
45,process_system.c,abi_process_release_handle,580,-,,,1,slot = (uint32_t)(process - g_processes);,no nearby overflow or range guard | explicit cast in arithmetic site
45,process_system.c,abi_process_windows_cache_init,1260,+,,,1,((size_t)command_shell_length + 9u) <= command_shell_path_capacity) {,no nearby overflow or range guard | explicit cast in arithmetic site
45,process_system.c,abi_process_spec_destroy,2232,-,,,1,slot = (uint32_t)(spec - g_specs);,no nearby overflow or range guard | explicit cast in arithmetic site
45,realtime.c,graphics_bundle_inline_list_contains,112,-,,,1,token_length = (size_t)(token_end - token_start);,no nearby overflow or range guard | explicit cast in arithmetic site
45,realtime.c,realtime_copy_string_value,174,-,,,1,length = (size_t)(end_quote - value_start);,no nearby overflow or range guard | explicit cast in arithmetic site
45,services.c,kain_service_registry_format_list,1107,+,,,1,written += (size_t)line_len;,no nearby overflow or range guard | explicit cast in arithmetic site
45,stdlib_abi.c,abi_copy_payload_allocation,626,+,,,1,allocation_size = sizeof(KainNativeTaggedValue) + (size_t)payload_size;,no nearby overflow or range guard | explicit cast in arithmetic site
45,stdlib_abi.c,abi_fs_read_byte_range_hex,1850,-,,,1,remaining -= (int64_t)read_count;,no nearby overflow or range guard | explicit cast in arithmetic site
45,stdlib_abi.c,abi_fs_metadata_text,2313,+,,,1,copied += (int64_t)read_count;,no nearby overflow or range guard | explicit cast in arithmetic site
45,stdlib_abi.c,abi_fs_metadata_text,2446,-,,,1,"_snprintf_s(buffer, buffer_size, _TRUNCATE, ""%s\\%s-%lu-%lld-%d"", base, prefix, (unsigned long)GetCurrentProcessId(), (long long)time(NULL), attempt);",no nearby overflow or range guard | explicit cast in arithmetic site
45,stdlib_abi.c,abi_fs_metadata_text,3053,+,,,1,"abi_blake3_chunk_output(input + offset, chunk_len, (uint64_t)chunk_index, &output);",no nearby overflow or range guard | explicit cast in arithmetic site
40,actor.c,kain_actor_reply_port_state_bind_synthetic_actor,1036,-,,,0,"kain_actor_copy_name(actor->name, sizeof(actor->name), ""kain-reply-port"");",no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_mailbox_take_cached_node,1533,-,,,0,mailbox->free_node_count--;,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_mailbox_cache_or_free_node,1550,+,,,0,mailbox->free_node_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_mailbox_append_copied_locked,1605,+,,,0,mailbox->count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_thread_proc,3037,+,,,0,actor_occupancy_popcount += kain_attrition_actor_popcount_u64(g_actor_table.occupancy_words[word_index]);,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_thread_proc,3049,+,,,0,actor_supervised_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,actor.c,kain_actor_thread_proc,3052,+,,,0,actor_in_scheduler_turn_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,actor.c,kain_actor_thread_proc,3055,+,,,0,actor_supervision_limit_hit_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,actor.c,kain_actor_thread_proc,3062,+,,,0,actor_monitor_edge_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,actor.c,kain_actor_thread_proc,3067,+,,,0,actor_link_edge_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,actor.c,kain_actor_thread_proc,4246,+,,,0,supervisor->escalation_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_thread_proc,4289,+,,,0,supervisor->strategy_shutdown_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_thread_proc,4303,+,,,0,supervisor->strategy_shutdown_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,actor.c,kain_actor_thread_proc,4335,+,,,0,supervisor->observed_child_exit_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,async.c,kain_async_index_insert,311,+,,,0,uint32_t encoded_slot = slot + 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_find_task_locked,406,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_find_timer_locked,433,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_timer_thread_proc,1407,+,,,0,async_task_occupancy_popcount += kain_async_popcount_u64(g_async_task_occupancy_words[word_index]);,no nearby overflow or range guard | pointer or indexed arithmetic
40,async.c,kain_async_timer_thread_proc,1410,+,,,0,async_timer_occupancy_popcount += kain_async_popcount_u64(g_async_timer_occupancy_words[word_index]);,no nearby overflow or range guard | pointer or indexed arithmetic
40,async.c,kain_async_timer_thread_proc,1418,+,,,0,async_task_cancel_requested_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_timer_thread_proc,1421,+,,,0,async_task_sleeping_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_timer_thread_proc,1424,+,,,0,async_task_ready_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_timer_thread_proc,1433,+,,,0,async_timer_cancelled_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_timer_thread_proc,1436,+,,,0,async_timer_fired_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,async.c,kain_async_timer_thread_proc,1439,+,,,0,async_timer_started_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_record_event_locked,195,+,,,0,(g_kain_attrition_state.event_next_index + 1u) % KAIN_ATTRITION_EVENT_RING_CAPACITY;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_record_event_locked,196,+,,,0,g_kain_attrition_state.event_write_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_fragmentation_noise_locked,224,+,,,0,g_kain_attrition_state.fragmentation_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_fragmentation_noise_locked,238,+,,,0,(g_kain_attrition_state.fragmentation_head + 1u) % KAIN_ATTRITION_FRAGMENTATION_RING_CAPACITY;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_runtime_write_audit_json,489,-,,,0,return capacity - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_heap_release,585,-,,,0,g_kain_attrition_state.quarantine_live_bytes -= entry->bytes;,no nearby overflow or range guard | pointer or indexed arithmetic
40,attrition.c,kain_attrition_heap_release,591,+,,,0,g_kain_attrition_state.quarantine_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,attrition.c,kain_attrition_heap_release,604,+,,,0,(g_kain_attrition_state.quarantine_head + 1u) % g_kain_attrition_state.config.quarantine_capacity;,no nearby overflow or range guard | sentinel/null byte style increment
40,contract.c,contract_append_message,276,+,,,0,if (length + value_length + 1 >= out_cap) {,no nearby overflow or range guard | sentinel/null byte style increment
40,contract.c,contract_append_message,281,+,,,0,out[length + value_length] = '\0';,no nearby overflow or range guard | pointer or indexed arithmetic
40,contract.c,contract_add_warning,300,+,,,0,validation->warning_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,contract.c,contract_analyze_services,432,-,,,0,expected_core_service_count - bundle->core_service_count;,no nearby overflow or range guard | pointer or indexed arithmetic
40,converge.c,kain_converge_lowbit_lane,64,>>,,,0,while (((eligible_mask >> index) & 1ull) == 0ull) {,no nearby overflow or range guard | sentinel/null byte style increment
40,converge.c,abi_converge_select_lane_for_key,89,>>|-,,,0,stride = ((key >> 6) | 1ull) & (KAIN_CONVERGE_TUNE_CACHE_CAP - 1u);,no nearby overflow or range guard | sentinel/null byte style increment
40,converge.c,abi_converge_commit_winner,119,>>,,,0,if (lane_index >= 64u || ((eligible_mask >> lane_index) & 1ull) == 0ull) {,no nearby overflow or range guard | sentinel/null byte style increment
40,converge.c,abi_converge_commit_winner,125,>>|-,,,0,stride = ((key >> 6) | 1ull) & (KAIN_CONVERGE_TUNE_CACHE_CAP - 1u);,no nearby overflow or range guard | sentinel/null byte style increment
40,converge.c,abi_converge_commit_winner,134,+,,,0,slot->generation += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,converge.c,abi_converge_commit_winner,144,+,,,0,slot->generation += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,converge.c,abi_converge_record_telemetry,157,-,,,0,uint64_t slot_index = cursor & (KAIN_CONVERGE_TELEMETRY_CAP - 1u);,no nearby overflow or range guard | sentinel/null byte style increment
40,core.c,rc_weak_retain,171,+,,,0,get_header(ptr)->weak_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,rc_release,205,+,,,0,total_size = sizeof(RcHeader) + header->payload_size;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,rc_weak_release,218,-,,,0,header->weak_count--;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_string_concat_parts,453,+,,,0,cursor += lengths[index];,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,to_string,463,+,,,0,size_t text_length = digit_count + (n < 0 ? 1u : 0u);,no nearby overflow or range guard | sentinel/null byte style increment
40,core.c,kain_map_rebuild_tiny_dispatch,1108,+,,,0,occupied_count += 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,core.c,kain_map_probe_window,1319,+,,,0,uint64_t index0 = (base_index + 0u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_probe_window,1321,+,,,0,uint64_t index2 = (base_index + 2u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_probe_window,1322,+,,,0,uint64_t index3 = (base_index + 3u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_probe_window,1323,+,,,0,uint64_t index4 = (base_index + 4u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_probe_window,1324,+,,,0,uint64_t index5 = (base_index + 5u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_probe_window,1325,+,,,0,uint64_t index6 = (base_index + 6u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_probe_window,1326,+,,,0,uint64_t index7 = (base_index + 7u) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_find_slot,1440,+,,,0,uint64_t base_index = (start_index + probe_offset) & map->mask;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,kain_map_insert_prehashed,1495,+,,,0,map->count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,core.c,map_free_elems,1559,+,,,0,for (i = 0; i < map->capacity; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_add,172,+,,,0,collector->count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_add,177,+,,,0,collector->error_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_add,180,+,,,0,collector->warning_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_add,183,+,,,0,collector->fatal_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_count_by_severity,241,-,,,0,return collector->count - collector->error_count -,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_count_by_severity,242,-,,,0,collector->warning_count - collector->fatal_count;,no nearby overflow or range guard | pointer or indexed arithmetic
40,diagnostics.c,kain_diagnostic_collector_print_all,264,+,,,0,for (i = 0; i < collector->count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_init,207,-,,,0,runtime->thread_count = kain_fanout_detect_cpu_count() - 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_init,221,+,,,0,for (int index = 0; index < runtime->thread_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_init,227,+,,,0,for (int join_index = 0; join_index < runtime->thread_count; ++join_index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_init,254,+,,,0,for (int index = 0; index < runtime->thread_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_init,259,+,,,0,for (int join_index = 0; join_index < runtime->thread_count; ++join_index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_shutdown,352,+,,,0,for (int index = 0; index < runtime->thread_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,fanout.c,kain_fanout_runtime_shutdown,359,+,,,0,for (int index = 0; index < runtime->thread_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_find_backend,222,+,,,0,for (index = 0; index < sizeof(g_backends) / sizeof(g_backends[0]); index += 1) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_read_file_bytes,420,*,realloc(,SIZE_MAX,0,"resized = (uint8_t*)realloc(bytes, next_capacity);",size math feeds allocation or copy sink | multiplication can amplify overflow
40,graphics_system.c,abi_graphics_session_create,482,+,,,0,g_sessions[index].id = g_next_session_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_begin_frame,621,+,,,0,session->frame_index += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_buffer_create,699,+,,,0,session->buffers[index].id = session->next_buffer_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_buffer_create,712,+,,,0,session->buffer_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_shader_register_bytes,843,+,,,0,session->shaders[index].id = session->next_shader_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_shader_register_bytes,866,+,,,0,session->shader_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_mesh_create,1009,+,,,0,session->meshes[index].id = session->next_mesh_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_mesh_create,1019,+,,,0,session->mesh_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_pipeline_create,1096,+,,,0,session->pipelines[index].id = session->next_pipeline_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_pipeline_create,1109,+,,,0,session->pipeline_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,graphics_system.c,abi_graphics_draw_mesh,1182,+,,,0,session->draw_command_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_module_add_required_service,98,+,,,0,descriptor->required_service_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_validate_module,140,+,,,0,for (index = 0; index < descriptor->required_service_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_install_module,215,+,,,0,registry->module_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_activate_module,236,+,,,0,for (index = 0; index < registry->module_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_unregister_module,272,+,,,0,for (write_index = 0; write_index < registry->module_count; ++write_index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_unregister_module,291,-,,,0,registry->module_count -= 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_unregister_module,294,+,,,0,for (service_index = 0; service_index < registry->service_count; ++service_index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_register_service,366,+,,,0,registry->service_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_lookup_module,378,+,,,0,for (index = 0; index < registry->module_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_lookup_service,394,+,,,0,for (index = 0; index < registry->service_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_count_services_for_module,411,+,,,0,for (index = 0; index < registry->service_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,host_bridge.c,kain_host_bridge_contract_for_lane,423,+,,,0,for (index = 0; index < sizeof(KAIN_FOREIGN_CONTRACTS) / sizeof(KAIN_FOREIGN_CONTRACTS[0]); ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_find_binding,202,+,,,0,for (i = 0; i < session->binding_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_trace_append,217,+,,,0,"session->trace_text + session->trace_text_length,",no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_trace_append,218,-,,,0,"ABI_INPUT_MAX_TRACE_TEXT - session->trace_text_length,",no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_trace_append,231,-,,,0,if (used >= ABI_INPUT_MAX_TRACE_TEXT - session->trace_text_length) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_trace_append,235,+,,,0,session->trace_text_length += used;,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_axis_add,245,+,,,0,for (i = 0; i < session->axis_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_axis_add,256,+,,,0,session->axis_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_reduce_event,313,+,,,0,session->text_commit_count += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_split_fields,350,+,,,0,} else if (offset + 1u < ABI_INPUT_MAX_TEXT) {,no nearby overflow or range guard | sentinel/null byte style increment
40,input_system.c,abi_input_session_create,376,-,,,0,"abi_input_copy(g_sessions[i].name, sizeof(g_sessions[i].name), name ? name : ""input-session"");",no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_bind_action,423,+,,,0,binding = &session->bindings[session->binding_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_bind_axis,454,+,,,0,binding = &session->bindings[session->binding_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_push_event,487,+,,,0,event = &session->pending_events[session->pending_event_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_push_agent_intent,525,+,,,0,event = &session->pending_events[session->pending_event_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_begin_frame,547,+,,,0,session->frame_index += 1;,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_begin_frame,559,+,,,0,for (i = 0; i < session->frame_event_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_axis_value,641,+,,,0,for (i = 0; i < session->axis_count; i++) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,input_system.c,abi_input_replay_trace,698,+,,,0,event = &session->pending_events[session->pending_event_count++];,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_clone_value,244,+,,,0,for (i = 0; i < value->field_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_clone_value,256,+,,,0,for (i = 0; i < value->item_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_value_destructor,275,+,,,0,for (i = 0; i < value->field_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_value_destructor,289,+,,,0,for (i = 0; i < value->item_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_object_get_value,353,+,,,0,for (i = 0; i < object->field_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_object_set_value,369,+,,,0,for (i = 0; i < object->field_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_object_set_value,388,+,,,0,object->field_count++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_n,428,+,,,0,buffer->len += length;,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_utf8,451,>>,,,0,bytes[0] = (char)(0xc0u | (codepoint >> 6));,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_utf8,457,>>,,,0,bytes[0] = (char)(0xe0u | (codepoint >> 12));,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_utf8,458,>>,,,0,bytes[1] = (char)(0x80u | ((codepoint >> 6) & 0x3fu));,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_utf8,463,>>,,,0,bytes[0] = (char)(0xf0u | (codepoint >> 18));,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_utf8,464,>>,,,0,bytes[1] = (char)(0x80u | ((codepoint >> 12) & 0x3fu));,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_buffer_append_utf8,465,>>,,,0,bytes[2] = (char)(0x80u | ((codepoint >> 6) & 0x3fu));,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_write_value,552,+,,,0,for (i = 0; i < value->field_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_write_value,564,+,,,0,for (i = 0; i < value->item_count; ++i) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_parse_array,698,+,,,0,array->items[array->item_count++] = value ? value : json_value_new(KAIN_JSON_NULL);,no nearby overflow or range guard | pointer or indexed arithmetic
40,json.c,json_parse_value_inner,921,+,,,0,json_array->items[json_array->item_count++] = json_value_from_any(value);,no nearby overflow or range guard | pointer or indexed arithmetic
40,json_benchmark.c,kain_json_mod_mul_nonnegative,20,>>,,,0,count >>= 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,machine_stones.c,kain_machine_pulse_snapshot,376,-,,,0,elapsed_ns = now_ns >= slot->last_ns ? now_ns - slot->last_ns : 0u;,no nearby overflow or range guard | pointer or indexed arithmetic
40,machine_stones.c,kain_machine_pulse_snapshot,379,+,,,0,slot->tick += advanced;,no nearby overflow or range guard | pointer or indexed arithmetic
40,machine_stones.c,kain_machine_pulse_start,424,+,,,0,++slot->fire_count;,no nearby overflow or range guard | pointer or indexed arithmetic
40,memory.c,__kain_realloc,614,*,realloc(,kain_add_overflow|kain_mul_overflow|overflow,0,"new_header = (KainAllocHeader*)realloc(old_header, allocation_size);",size math feeds allocation or copy sink | multiplication can amplify overflow
40,net_system.c,abi_net_index_insert,361,+,,,0,uint32_t encoded_slot = slot + 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,net_system.c,abi_net_append_bytes,753,*,realloc(,SIZE_MAX,0,"resized = (unsigned char*)realloc(*buffer, next_capacity);",size math feeds allocation or copy sink | multiplication can amplify overflow
40,net_system.c,abi_net_connection,780,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,net_system.c,abi_net_alloc_connection,801,+,,,0,g_connections[slot].id = g_next_connection_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_listener,832,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,net_system.c,abi_net_alloc_listener,853,+,,,0,g_listeners[slot].id = g_next_listener_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_request,885,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,net_system.c,abi_net_alloc_request,907,+,,,0,g_requests[slot].id = g_next_request_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_response,940,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,net_system.c,abi_net_alloc_response,961,+,,,0,g_responses[slot].id = g_next_response_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_server,992,-,,,0,slot = encoded_slot - 1u;,no nearby overflow or range guard | sentinel/null byte style increment
40,net_system.c,abi_net_alloc_server,1013,+,,,0,g_servers[slot].id = g_next_server_id++;,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_dispatch_route,1246,+,,,0,for (index = 0; index < server->route_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_parse_http_request,1361,-,,,0,"content_length_text = abi_net_find_header(request->headers, request->header_count, ""Content-Length"");",no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_send_raw_http_client,1478,+,,,0,for (header_index = 0; header_index < request->header_count; ++header_index) {,no nearby overflow or range guard | pointer or indexed arithmetic
40,net_system.c,abi_net_send_winhttp_client,1673,+,,,0,for (index = 0; index < request->header_count; ++index) {,no nearby overflow or range guard | pointer or indexed arithmetic
